year,area_of_residence,STATISTIC,value
2023,Dublin,VSA94C05,20.0
2013,Cork County,VSA94C01,20.0
2001,Midland,VSA94C01,20.0
2008,Kildare,VSA94C01,20.0
1990,Fingal,VSA94C01,20.0
2002,Midland,VSA94C01,20.0
2013,Midland,VSA94C01,20.0
2014,Dublin City,VSA94C01,20.0
2021,Mid-East,VSA94C05,20.0
2022,West,VSA94C07,20.0
2018,South-West,VSA94C01,20.0
2016,South-West,VSA94C05,20.0
2002,Dun Laoghaire-Rathdown,VSA94C01,20.0
2015,Midland,VSA94C07,20.0
2021,Mid-West,VSA94C03,20.0
2019,Cork County,VSA94C07,20.0
2013,Ulster (part of),VSA94C01,20.0
1994,South Dublin,VSA94C01,20.0
2017,South-West,VSA94C01,20.0
2023,Dun Laoghaire-Rathdown,VSA94C01,20.0
2022,Connacht,VSA94C01,20.0
1996,Cork City,VSA94C01,20.0
2005,Ulster (part of),VSA94C01,20.0
1994,West,VSA94C01,20.0
1996,Kildare,VSA94C01,20.0
2012,Cork County,VSA94C01,20.0
2012,Midland,VSA94C07,19.0
2012,Mid-West,VSA94C05,19.0
2012,West,VSA94C01,19.0
2011,Midland,VSA94C07,19.0
1992,Connacht,VSA94C01,19.0
2011,Meath,VSA94C07,19.0
2014,South-East,VSA94C03,19.0
2023,Connacht,VSA94C03,19.0
2015,Ulster (part of),VSA94C01,19.0
1992,Ulster (part of),VSA94C01,19.0
2017,West,VSA94C07,19.0
2012,South-East,VSA94C05,19.0
2017,Midland,VSA94C07,19.0
2015,South-East,VSA94C03,19.0
2008,Midland,VSA94C01,19.0
2009,Dublin City,VSA94C01,19.0
2014,West,VSA94C03,19.0
2015,Mid-West,VSA94C05,19.0
2018,Mid-West,VSA94C03,19.0
2011,Fingal,VSA94C01,19.0
2017,Mid-West,VSA94C07,19.0
2016,South-West,VSA94C01,19.0
2018,South-East,VSA94C05,19.0
2011,Galway County,VSA94C07,19.0
2012,Ulster (part of),VSA94C07,19.0
1996,Ulster (part of),VSA94C01,19.0
2015,Dublin City,VSA94C01,19.0
2023,South-East,VSA94C01,19.0
2016,West,VSA94C05,19.0
1993,Dun Laoghaire-Rathdown,VSA94C01,19.0
2014,Border,VSA94C03,19.0
1994,Kildare,VSA94C01,19.0
2016,South Dublin,VSA94C07,19.0
2020,Mid-West,VSA94C07,19.0
2021,Connacht,VSA94C05,19.0
2013,Galway County,VSA94C07,19.0
2004,Midland,VSA94C01,19.0
2016,Connacht,VSA94C03,19.0
1990,Cork City,VSA94C01,19.0
2021,Border,VSA94C01,19.0
2004,Fingal,VSA94C01,19.0
1993,Cork City,VSA94C01,19.0
2018,Border,VSA94C05,19.0
2014,Fingal,VSA94C07,19.0
2003,Midland,VSA94C01,19.0
2023,Mid-East,VSA94C01,19.0
2013,South-East,VSA94C03,19.0
2013,Mid-East,VSA94C01,19.0
1992,Dun Laoghaire-Rathdown,VSA94C01,19.0
2017,South-East,VSA94C03,19.0
2001,South Dublin,VSA94C01,19.0
2020,South-West,VSA94C03,19.0
2021,Dublin City,VSA94C03,19.0
2011,South Dublin,VSA94C05,19.0
2007,Border,VSA94C01,19.0
2007,Cork County,VSA94C01,19.0
2018,Mid-East,VSA94C05,19.0
2023,Dun Laoghaire-Rathdown,VSA94C03,19.0
2014,Mid-East,VSA94C05,19.0
2021,Cork County,VSA94C03,18.0
2016,Mid-East,VSA94C01,18.0
2016,Border,VSA94C01,18.0
2021,Cork County,VSA94C07,18.0
2017,Ulster (part of),VSA94C01,18.0
2021,Mid-East,VSA94C01,18.0
2013,Meath,VSA94C07,18.0
1993,West,VSA94C01,18.0
2023,West,VSA94C05,18.0
2023,South-West,VSA94C01,18.0
2016,Dublin City,VSA94C05,18.0
1999,Fingal,VSA94C01,18.0
2014,South Dublin,VSA94C05,18.0
2019,Border,VSA94C07,18.0
2014,Mid-East,VSA94C01,18.0
2018,Wexford,VSA94C07,18.0
2020,Cork County,VSA94C01,18.0
2013,Dublin City,VSA94C03,18.0
2020,Connacht,VSA94C05,18.0
2004,Ulster (part of),VSA94C01,18.0
2013,Cork County,VSA94C03,18.0
1994,Ulster (part of),VSA94C01,18.0
2012,Cork County,VSA94C07,18.0
2015,Wexford,VSA94C07,18.0
2023,Dun Laoghaire-Rathdown,VSA94C07,18.0
2016,West,VSA94C03,18.0
2022,Fingal,VSA94C07,18.0
2001,Dun Laoghaire-Rathdown,VSA94C01,18.0
2000,Dun Laoghaire-Rathdown,VSA94C01,18.0
1992,Cork City,VSA94C01,18.0
1997,Fingal,VSA94C01,18.0
2019,Dublin City,VSA94C03,18.0
2014,Connacht,VSA94C05,18.0
2015,Fingal,VSA94C01,18.0
2022,South-East,VSA94C07,18.0
2021,West,VSA94C03,18.0
2012,South Dublin,VSA94C01,18.0
2013,South Dublin,VSA94C01,18.0
2017,Connacht,VSA94C05,18.0
2006,West,VSA94C01,18.0
2012,Kerry,VSA94C07,18.0
2022,Cork County,VSA94C07,18.0
2016,Mid-East,VSA94C05,18.0
2023,South-West,VSA94C07,17.0
2013,Mid-West,VSA94C05,17.0
2019,Fingal,VSA94C07,17.0
1991,Meath,VSA94C01,17.0
2002,South Dublin,VSA94C01,17.0
2012,West,VSA94C03,17.0
2002,Ulster (part of),VSA94C01,17.0
2017,Border,VSA94C05,17.0
2017,South-West,VSA94C03,17.0
1992,Midland,VSA94C01,17.0
2014,South-West,VSA94C03,17.0
2005,Cork County,VSA94C01,17.0
2019,Mid-West,VSA94C07,17.0
2004,Cork County,VSA94C01,17.0
2020,Dublin City,VSA94C07,17.0
1996,Cork County,VSA94C01,17.0
2013,West,VSA94C01,17.0
1993,Donegal,VSA94C01,17.0
2019,Connacht,VSA94C01,17.0
1991,Fingal,VSA94C01,17.0
2021,South-East,VSA94C03,17.0
2001,Fingal,VSA94C01,17.0
2000,Cork County,VSA94C01,17.0
2001,Cork City,VSA94C01,17.0
2017,Ulster (part of),VSA94C07,17.0
2011,Fingal,VSA94C05,17.0
2012,South-East,VSA94C03,17.0
2020,South-West,VSA94C05,17.0
2021,West,VSA94C05,17.0
2006,South Dublin,VSA94C01,17.0
2012,Galway County,VSA94C07,17.0
2018,Ulster (part of),VSA94C07,17.0
2006,Meath,VSA94C01,17.0
2011,Dublin City,VSA94C03,17.0
1995,Kildare,VSA94C01,17.0
2015,Ulster (part of),VSA94C05,17.0
2022,South-East,VSA94C03,17.0
2016,South Dublin,VSA94C01,17.0
2011,Kildare,VSA94C07,17.0
2014,Cork County,VSA94C07,17.0
2020,Mid-East,VSA94C05,17.0
2021,Dublin City,VSA94C05,17.0
2014,Cork County,VSA94C01,17.0
2018,West,VSA94C05,17.0
1997,Cork County,VSA94C01,17.0
2021,Kildare,VSA94C07,17.0
2019,Connacht,VSA94C05,17.0
2010,Ulster (part of),VSA94C01,16.0
2020,South-East,VSA94C01,16.0
2010,Midland,VSA94C01,16.0
2022,South-West,VSA94C03,16.0
2019,West,VSA94C05,16.0
2011,Galway County,VSA94C01,16.0
2020,Fingal,VSA94C05,16.0
1990,Clare,VSA94C01,16.0
2011,Midland,VSA94C01,16.0
2010,Wicklow,VSA94C01,16.0
2022,Border,VSA94C01,16.0
2011,Cork County,VSA94C03,16.0
2017,Wicklow,VSA94C07,16.0
2015,Mid-East,VSA94C03,16.0
2015,Cork County,VSA94C05,16.0
2018,Connacht,VSA94C01,16.0
2015,South Dublin,VSA94C07,16.0
1998,Kildare,VSA94C01,16.0
2021,South-West,VSA94C05,16.0
1998,Fingal,VSA94C01,16.0
2016,Midland,VSA94C01,16.0
2011,South-West,VSA94C05,16.0
2014,West,VSA94C05,16.0
2016,Dublin City,VSA94C03,16.0
2021,Galway County,VSA94C07,16.0
2000,Ulster (part of),VSA94C01,16.0
2014,South-West,VSA94C05,16.0
2016,Cork County,VSA94C07,16.0
2007,Connacht,VSA94C01,16.0
2014,Ulster (part of),VSA94C01,16.0
1999,Ulster (part of),VSA94C01,16.0
2011,Wicklow,VSA94C07,16.0
2014,Midland,VSA94C01,16.0
2009,Dun Laoghaire-Rathdown,VSA94C01,16.0
2007,Midland,VSA94C01,16.0
2019,South-East,VSA94C03,16.0
1999,Midland,VSA94C01,16.0
2019,South-West,VSA94C05,16.0
1990,Wicklow,VSA94C01,16.0
1997,Galway County,VSA94C01,16.0
2008,Ulster (part of),VSA94C01,16.0
2005,Midland,VSA94C01,16.0
2020,Mid-West,VSA94C01,16.0
2013,Ulster (part of),VSA94C03,16.0
2017,South Dublin,VSA94C01,16.0
2008,Meath,VSA94C01,16.0
1992,West,VSA94C01,16.0
2005,West,VSA94C01,16.0
2022,Connacht,VSA94C05,16.0
1998,Ulster (part of),VSA94C01,16.0
2015,Dublin City,VSA94C03,16.0
2012,Ulster (part of),VSA94C01,16.0
2019,Cork County,VSA94C01,16.0
2018,Dublin City,VSA94C03,16.0
2012,Border,VSA94C05,16.0
1997,Donegal,VSA94C01,16.0
2019,South-East,VSA94C01,16.0
2020,West,VSA94C05,16.0
2023,Mid-West,VSA94C01,16.0
2014,Fingal,VSA94C01,15.0
2002,Cork County,VSA94C01,15.0
1997,Midland,VSA94C01,15.0
2017,Wexford,VSA94C07,15.0
2017,Midland,VSA94C05,15.0
2011,Limerick County,VSA94C07,15.0
2018,Dublin City,VSA94C05,15.0
2002,Cork City,VSA94C01,15.0
2019,Dublin City,VSA94C05,15.0
2023,South-East,VSA94C03,15.0
2014,Ulster (part of),VSA94C07,15.0
1998,Galway County,VSA94C01,15.0
2000,Louth,VSA94C01,15.0
2002,Kildare,VSA94C01,15.0
2019,South-West,VSA94C03,15.0
2013,Midland,VSA94C03,15.0
2023,West,VSA94C03,15.0
1996,Midland,VSA94C01,15.0
1990,Kildare,VSA94C01,15.0
2013,Limerick County,VSA94C07,15.0
1993,Cork County,VSA94C01,15.0
2003,Ulster (part of),VSA94C01,15.0
2013,South Dublin,VSA94C03,15.0
1990,Dun Laoghaire-Rathdown,VSA94C01,15.0
2023,Mid-East,VSA94C03,15.0
2016,Midland,VSA94C07,15.0
2023,Dublin City,VSA94C03,15.0
2023,Galway County,VSA94C07,15.0
2012,Kildare,VSA94C01,15.0
2015,Limerick County,VSA94C07,15.0
1995,Midland,VSA94C01,15.0
2015,Mid-West,VSA94C03,15.0
2016,Dun Laoghaire-Rathdown,VSA94C07,15.0
1995,Dun Laoghaire-Rathdown,VSA94C01,15.0
2009,Galway County,VSA94C01,15.0
2020,Dublin City,VSA94C03,15.0
2023,Border,VSA94C01,15.0
2007,Fingal,VSA94C01,15.0
2016,Mid-West,VSA94C05,15.0
2014,Border,VSA94C05,15.0
2007,Meath,VSA94C01,15.0
2012,Meath,VSA94C07,15.0
2014,South Dublin,VSA94C01,15.0
2014,Mid-West,VSA94C05,15.0
2014,Galway County,VSA94C07,15.0
2021,Midland,VSA94C07,15.0
2021,Border,VSA94C07,15.0
2014,South-East,VSA94C05,15.0
2015,Donegal,VSA94C07,15.0
2020,Cork County,VSA94C03,15.0
1990,South Tipperary,VSA94C01,14.0
2018,West,VSA94C01,14.0
1998,Limerick County,VSA94C01,14.0
2012,Kildare,VSA94C03,14.0
2017,Fingal,VSA94C07,14.0
2022,Connacht,VSA94C03,14.0
2013,South-East,VSA94C05,14.0
2014,Mid-East,VSA94C03,14.0
2005,Meath,VSA94C01,14.0
2012,Kildare,VSA94C07,14.0
2014,Dublin City,VSA94C03,14.0
2006,Clare,VSA94C01,14.0
2022,Mid-West,VSA94C05,14.0
2012,Wexford,VSA94C07,14.0
1991,Limerick County,VSA94C01,14.0
2023,Mid-East,VSA94C05,14.0
2014,Wexford,VSA94C07,14.0
2016,Wexford,VSA94C07,14.0
2013,Connacht,VSA94C03,14.0
2015,Dun Laoghaire-Rathdown,VSA94C07,14.0
2015,Galway County,VSA94C05,14.0
2019,Ulster (part of),VSA94C07,14.0
2013,Meath,VSA94C05,14.0
2020,Border,VSA94C07,14.0
1993,Limerick County,VSA94C01,14.0
2015,Kildare,VSA94C07,14.0
2000,Midland,VSA94C01,14.0
2021,Mid-East,VSA94C03,14.0
2007,Kildare,VSA94C01,14.0
2008,South Dublin,VSA94C01,14.0
2022,Ulster (part of),VSA94C07,14.0
1990,Kerry,VSA94C01,14.0
2017,West,VSA94C05,14.0
2005,Fingal,VSA94C01,14.0
2022,Mid-West,VSA94C03,14.0
2013,Galway County,VSA94C05,14.0
1996,West,VSA94C01,14.0
2018,South-West,VSA94C05,14.0
2011,Meath,VSA94C01,14.0
2011,Cork County,VSA94C05,14.0
2022,West,VSA94C01,14.0
2011,Clare,VSA94C07,14.0
2011,Ulster (part of),VSA94C05,14.0
2017,Ulster (part of),VSA94C03,14.0
2022,Cork County,VSA94C01,14.0
2017,South Dublin,VSA94C03,14.0
1993,Kildare,VSA94C01,14.0
2015,Dun Laoghaire-Rathdown,VSA94C01,14.0
2013,Fingal,VSA94C03,14.0
2015,Galway County,VSA94C01,14.0
2016,Mid-West,VSA94C01,14.0
2000,Kildare,VSA94C01,14.0
2015,Ulster (part of),VSA94C03,14.0
2021,Border,VSA94C03,14.0
2009,Ulster (part of),VSA94C01,14.0
2023,Border,VSA94C07,14.0
2016,Midland,VSA94C03,14.0
2012,South Dublin,VSA94C03,14.0
2013,Kerry,VSA94C07,14.0
2018,South-West,VSA94C03,14.0
2015,Midland,VSA94C01,14.0
2018,Connacht,VSA94C03,13.0
2016,Fingal,VSA94C01,13.0
2000,Cork City,VSA94C01,13.0
2012,Fingal,VSA94C01,13.0
2022,Border,VSA94C03,13.0
2023,Mid-West,VSA94C05,13.0
1995,Limerick County,VSA94C01,13.0
2015,Cork County,VSA94C01,13.0
2011,Limerick County,VSA94C01,13.0
2018,Galway County,VSA94C07,13.0
2012,Donegal,VSA94C07,13.0
2015,Louth,VSA94C07,13.0
1992,Louth,VSA94C01,13.0
2019,West,VSA94C01,13.0
2012,Fingal,VSA94C05,13.0
2003,Limerick City,VSA94C01,13.0
2001,Kerry,VSA94C01,13.0
2003,Meath,VSA94C01,13.0
2021,Midland,VSA94C01,13.0
2013,Limerick County,VSA94C01,13.0
2010,Meath,VSA94C01,13.0
2004,Clare,VSA94C01,13.0
2018,Fingal,VSA94C01,13.0
2010,Fingal,VSA94C01,13.0
1999,Cork City,VSA94C01,13.0
2017,Connacht,VSA94C01,13.0
2023,South Dublin,VSA94C01,13.0
2004,Wexford,VSA94C01,13.0
1991,Midland,VSA94C01,13.0
2009,Kildare,VSA94C01,13.0
2016,Mid-East,VSA94C03,13.0
1994,Dun Laoghaire-Rathdown,VSA94C01,13.0
2018,Meath,VSA94C01,13.0
2016,South Dublin,VSA94C03,13.0
2016,Border,VSA94C03,13.0
2006,Donegal,VSA94C01,13.0
2006,Fingal,VSA94C01,13.0
2018,Meath,VSA94C07,13.0
2021,Kildare,VSA94C05,13.0
2012,Wicklow,VSA94C07,13.0
2017,Cork County,VSA94C07,13.0
2018,South-East,VSA94C01,13.0
2011,Ulster (part of),VSA94C01,13.0
2003,Cork City,VSA94C01,13.0
2021,South-East,VSA94C05,13.0
2021,Ulster (part of),VSA94C01,13.0
2021,Tipperary,VSA94C07,13.0
2022,South-West,VSA94C05,13.0
2011,Galway County,VSA94C03,13.0
2020,South-East,VSA94C03,13.0
2020,South-East,VSA94C05,13.0
2020,Kildare,VSA94C07,13.0
2021,Tipperary,VSA94C01,13.0
1995,Fingal,VSA94C01,13.0
2019,Fingal,VSA94C05,13.0
2018,Ulster (part of),VSA94C05,13.0
2003,Fingal,VSA94C01,13.0
2003,Clare,VSA94C01,13.0
2011,Donegal,VSA94C07,13.0
2002,Galway County,VSA94C01,13.0
1998,Donegal,VSA94C01,13.0
1991,Galway County,VSA94C01,13.0
2023,Border,VSA94C03,13.0
2016,Ulster (part of),VSA94C01,13.0
2017,Dublin City,VSA94C03,13.0
2019,Cork County,VSA94C05,12.0
2011,Wicklow,VSA94C01,12.0
2019,Dun Laoghaire-Rathdown,VSA94C07,12.0
1992,Kildare,VSA94C01,12.0
2022,Fingal,VSA94C01,12.0
2019,Connacht,VSA94C03,12.0
2011,South Dublin,VSA94C01,12.0
1999,Clare,VSA94C01,12.0
2017,Mid-West,VSA94C01,12.0
2022,Kildare,VSA94C07,12.0
2015,Dun Laoghaire-Rathdown,VSA94C03,12.0
2015,Kildare,VSA94C05,12.0
2017,Mid-West,VSA94C05,12.0
2019,Border,VSA94C01,12.0
2023,South Dublin,VSA94C07,12.0
2015,South Dublin,VSA94C01,12.0
1991,Kildare,VSA94C01,12.0
2013,West,VSA94C03,12.0
2012,Midland,VSA94C01,12.0
2001,Ulster (part of),VSA94C01,12.0
2021,Mid-West,VSA94C05,12.0
2019,Midland,VSA94C07,12.0
2014,Cork County,VSA94C03,12.0
2019,South Dublin,VSA94C07,12.0
2009,Limerick County,VSA94C01,12.0
2020,Galway County,VSA94C05,12.0
2008,Wexford,VSA94C01,12.0
2012,South Dublin,VSA94C05,12.0
2012,Ulster (part of),VSA94C03,12.0
2018,South-East,VSA94C03,12.0
2002,Limerick City,VSA94C01,12.0
2007,Wexford,VSA94C01,12.0
2014,Midland,VSA94C03,12.0
2021,Galway County,VSA94C01,12.0
2006,Midland,VSA94C01,12.0
2016,Donegal,VSA94C07,12.0
2015,Wicklow,VSA94C07,12.0
1997,Louth,VSA94C01,12.0
2016,South Dublin,VSA94C05,12.0
2020,Ulster (part of),VSA94C07,12.0
2023,Midland,VSA94C07,12.0
2017,Galway County,VSA94C07,12.0
2013,Limerick County,VSA94C03,12.0
2019,Mid-West,VSA94C05,12.0
2019,Midland,VSA94C01,12.0
2018,Cork County,VSA94C07,12.0
2011,Fingal,VSA94C03,12.0
2015,Clare,VSA94C07,12.0
2014,Clare,VSA94C01,12.0
2012,Cork County,VSA94C05,12.0
2016,Fingal,VSA94C07,12.0
2000,Galway County,VSA94C01,12.0
1990,Galway County,VSA94C01,12.0
2017,Meath,VSA94C07,12.0
2011,Kildare,VSA94C05,12.0
2000,Kerry,VSA94C01,12.0
2012,Meath,VSA94C01,12.0
2000,Limerick County,VSA94C01,12.0
2017,Midland,VSA94C01,12.0
2019,Kildare,VSA94C07,12.0
2015,Meath,VSA94C07,12.0
1995,Cork City,VSA94C01,12.0
2013,South Dublin,VSA94C05,12.0
2017,Dun Laoghaire-Rathdown,VSA94C07,12.0
2018,Cork County,VSA94C01,12.0
2001,Louth,VSA94C01,12.0
2020,Midland,VSA94C07,12.0
2022,Border,VSA94C05,12.0
1992,Meath,VSA94C01,12.0
2022,West,VSA94C05,12.0
2001,Kildare,VSA94C01,12.0
2001,Galway County,VSA94C01,12.0
2023,Waterford County,VSA94C08,11.9
2023,Waterford County,VSA94C06,11.9
2013,Limerick City,VSA94C08,11.76470588
2013,Mid-East,VSA94C03,11.0
2013,Louth,VSA94C07,11.0
1993,Fingal,VSA94C01,11.0
2020,Galway County,VSA94C01,11.0
1993,Galway County,VSA94C01,11.0
2020,Midland,VSA94C01,11.0
2022,Fingal,VSA94C03,11.0
1993,Wexford,VSA94C01,11.0
2020,Kildare,VSA94C01,11.0
2017,South-West,VSA94C05,11.0
2020,Dun Laoghaire-Rathdown,VSA94C07,11.0
1990,Offaly,VSA94C01,11.0
2011,Ulster (part of),VSA94C03,11.0
2014,Fingal,VSA94C03,11.0
2012,Cork County,VSA94C03,11.0
2021,Wexford,VSA94C07,11.0
2011,Wicklow,VSA94C03,11.0
2012,Donegal,VSA94C01,11.0
2011,Wexford,VSA94C07,11.0
2021,Ulster (part of),VSA94C07,11.0
2012,Kerry,VSA94C05,11.0
2021,South Dublin,VSA94C01,11.0
2019,Meath,VSA94C07,11.0
2012,Limerick County,VSA94C07,11.0
2013,Wexford,VSA94C07,11.0
2020,Meath,VSA94C01,11.0
2015,Donegal,VSA94C01,11.0
2021,Midland,VSA94C03,11.0
2012,Midland,VSA94C03,11.0
2012,Midland,VSA94C05,11.0
2021,Mayo,VSA94C07,11.0
1992,Kerry,VSA94C01,11.0
2013,Wicklow,VSA94C07,11.0
2019,Kildare,VSA94C01,11.0
2014,Midland,VSA94C05,11.0
2014,Limerick County,VSA94C07,11.0
2020,Border,VSA94C01,11.0
2021,Cork City,VSA94C07,11.0
1994,Fingal,VSA94C01,11.0
2014,Galway County,VSA94C05,11.0
2014,Fingal,VSA94C05,11.0
2013,Ulster (part of),VSA94C05,11.0
2015,Galway County,VSA94C03,11.0
1991,Louth,VSA94C01,11.0
2011,Mayo,VSA94C07,11.0
2008,Clare,VSA94C01,11.0
2011,Meath,VSA94C03,11.0
2011,Meath,VSA94C05,11.0
2023,Midland,VSA94C01,11.0
2007,West,VSA94C01,11.0
2017,Cork County,VSA94C01,11.0
2007,South Dublin,VSA94C01,11.0
1999,South Tipperary,VSA94C01,11.0
2010,Kerry,VSA94C01,11.0
2001,Wicklow,VSA94C01,11.0
2011,Kildare,VSA94C01,11.0
2023,Dublin City,VSA94C05,11.0
2011,Midland,VSA94C05,11.0
2007,Dun Laoghaire-Rathdown,VSA94C01,11.0
1999,Louth,VSA94C01,11.0
2004,Limerick County,VSA94C01,11.0
2009,South Dublin,VSA94C01,11.0
1991,Cork City,VSA94C01,11.0
2001,South Tipperary,VSA94C01,11.0
2003,Galway County,VSA94C01,11.0
2000,Wexford,VSA94C01,11.0
2018,Midland,VSA94C07,11.0
2004,Meath,VSA94C01,11.0
2017,Fingal,VSA94C01,11.0
2009,Fingal,VSA94C01,11.0
2016,Cavan,VSA94C07,11.0
1996,Donegal,VSA94C01,11.0
2022,Midland,VSA94C07,11.0
2019,Border,VSA94C03,11.0
2004,Westmeath,VSA94C01,11.0
1991,North Tipperary,VSA94C01,11.0
2005,Donegal,VSA94C01,11.0
2008,Donegal,VSA94C01,11.0
2023,Mid-West,VSA94C03,11.0
2003,Wexford,VSA94C01,11.0
2010,Kildare,VSA94C01,11.0
1991,Wexford,VSA94C01,11.0
2015,Wexford,VSA94C05,11.0
2003,Limerick County,VSA94C01,11.0
2015,Midland,VSA94C03,11.0
2017,Kildare,VSA94C01,11.0
2016,Cork County,VSA94C01,11.0
1990,Cavan,VSA94C01,11.0
2016,Cork County,VSA94C05,11.0
2015,Midland,VSA94C05,11.0
2006,South Tipperary,VSA94C01,11.0
2018,Meath,VSA94C03,11.0
2017,Donegal,VSA94C01,11.0
1996,Louth,VSA94C01,11.0
2022,Tipperary,VSA94C07,11.0
2002,Louth,VSA94C01,11.0
2003,Mayo,VSA94C01,11.0
2018,Border,VSA94C01,11.0
2023,South-West,VSA94C03,11.0
2015,Fingal,VSA94C07,11.0
2006,Limerick County,VSA94C01,11.0
2018,West,VSA94C03,11.0
2011,Leitrim,VSA94C08,10.8
2023,Carlow,VSA94C08,10.6
2016,Cavan,VSA94C08,10.5
2016,Roscommon,VSA94C08,10.5
2011,Waterford County,VSA94C08,10.2
2009,Clare,VSA94C01,10.0
1998,Clare,VSA94C01,10.0
1998,Cork County,VSA94C01,10.0
2016,Kildare,VSA94C07,10.0
2003,Donegal,VSA94C01,10.0
2016,Clare,VSA94C07,10.0
1991,Clare,VSA94C01,10.0
2017,Wicklow,VSA94C01,10.0
2018,Wexford,VSA94C05,10.0
2013,Louth,VSA94C05,10.0
2001,Mayo,VSA94C01,10.0
2021,Louth,VSA94C07,10.0
2016,Dun Laoghaire-Rathdown,VSA94C01,10.0
2012,Donegal,VSA94C03,10.0
1990,Wexford,VSA94C01,10.0
2015,Cavan,VSA94C07,10.0
2017,Louth,VSA94C07,10.0
1995,Donegal,VSA94C01,10.0
1998,Dun Laoghaire-Rathdown,VSA94C01,10.0
2017,South Tipperary,VSA94C07,10.0
2003,Wicklow,VSA94C01,10.0
2010,South Dublin,VSA94C01,10.0
2016,Ulster (part of),VSA94C03,10.0
2011,Clare,VSA94C05,10.0
2020,Galway County,VSA94C03,10.0
2015,South Dublin,VSA94C03,10.0
2018,Kildare,VSA94C07,10.0
1993,Wicklow,VSA94C01,10.0
2013,Limerick City,VSA94C07,10.0
2016,Mid-West,VSA94C03,10.0
2012,Fingal,VSA94C03,10.0
2013,Kerry,VSA94C01,10.0
2012,Dun Laoghaire-Rathdown,VSA94C07,10.0
2004,Kildare,VSA94C01,10.0
2001,Wexford,VSA94C01,10.0
2019,South Dublin,VSA94C01,10.0
2022,Ulster (part of),VSA94C01,10.0
2017,Wexford,VSA94C05,10.0
2014,Ulster (part of),VSA94C03,10.0
2010,Cork City,VSA94C01,10.0
2009,Wexford,VSA94C01,10.0
2012,North Tipperary,VSA94C01,10.0
2012,North Tipperary,VSA94C03,10.0
2018,Donegal,VSA94C07,10.0
2012,Limerick County,VSA94C01,10.0
2020,Cork County,VSA94C05,10.0
2019,Mayo,VSA94C07,10.0
2017,Donegal,VSA94C03,10.0
2006,Wexford,VSA94C01,10.0
2020,Mid-West,VSA94C05,10.0
2016,Wexford,VSA94C05,10.0
2013,Cork County,VSA94C05,10.0
2011,Midland,VSA94C03,10.0
2019,Cork County,VSA94C03,10.0
1991,Limerick City,VSA94C01,10.0
2013,Donegal,VSA94C01,10.0
2022,Cork County,VSA94C05,10.0
2000,Donegal,VSA94C01,10.0
2020,Meath,VSA94C07,10.0
2014,Mayo,VSA94C01,10.0
2015,Cork County,VSA94C03,10.0
2012,Wexford,VSA94C01,10.0
2000,Carlow,VSA94C01,10.0
2021,Galway County,VSA94C03,10.0
2013,Donegal,VSA94C07,10.0
2023,Cork County,VSA94C07,10.0
2019,Fingal,VSA94C01,10.0
2011,Waterford County,VSA94C07,10.0
1994,Donegal,VSA94C01,10.0
2016,Meath,VSA94C07,10.0
1999,Kildare,VSA94C01,10.0
2014,Louth,VSA94C07,10.0
2015,Wexford,VSA94C01,10.0
2022,Kildare,VSA94C01,10.0
2019,Wicklow,VSA94C07,10.0
1999,Donegal,VSA94C01,10.0
2014,Kildare,VSA94C07,10.0
2014,Clare,VSA94C07,10.0
2023,South-West,VSA94C05,10.0
2016,South-West,VSA94C03,10.0
2023,Ulster (part of),VSA94C01,10.0
1999,Meath,VSA94C01,10.0
2000,North Tipperary,VSA94C01,10.0
2014,Clare,VSA94C03,10.0
2018,Mid-West,VSA94C05,10.0
2014,Limerick County,VSA94C01,10.0
2022,Fingal,VSA94C05,10.0
1994,Midland,VSA94C01,10.0
2005,Kildare,VSA94C01,10.0
2017,Wicklow,VSA94C03,10.0
2018,Wexford,VSA94C08,9.9
2022,Waterford County,VSA94C02,9.8
2020,Galway County,VSA94C08,9.7
2012,North Tipperary,VSA94C02,9.6
2012,North Tipperary,VSA94C04,9.6
2015,Cavan,VSA94C08,9.5
2019,Leitrim,VSA94C08,9.4
2020,Carlow,VSA94C08,9.4
2019,Leitrim,VSA94C04,9.4
2019,Leitrim,VSA94C02,9.4
2016,Carlow,VSA94C08,9.3
2012,Kerry,VSA94C08,9.2
2011,Roscommon,VSA94C08,9.2
2011,Limerick City,VSA94C08,9.1
2023,Leitrim,VSA94C02,9.1
2017,South Tipperary,VSA94C08,9.1
2022,Sligo,VSA94C08,9.1
2005,Mayo,VSA94C01,9.0
2008,Kerry,VSA94C01,9.0
2023,Kilkenny,VSA94C07,9.0
2017,Kildare,VSA94C07,9.0
2023,Ulster (part of),VSA94C03,9.0
1997,Limerick City,VSA94C01,9.0
2022,West,VSA94C03,9.0
2013,Cork City,VSA94C07,9.0
2017,West,VSA94C01,9.0
2014,Mayo,VSA94C07,9.0
2017,South Dublin,VSA94C05,9.0
1997,Wicklow,VSA94C01,9.0
2016,Cavan,VSA94C05,9.0
2019,South-East,VSA94C05,9.0
2008,Limerick County,VSA94C01,9.0
1990,Meath,VSA94C01,9.0
2017,Connacht,VSA94C03,9.0
2016,Mayo,VSA94C07,9.0
2009,Donegal,VSA94C01,9.0
1994,Kilkenny,VSA94C01,9.0
2023,Kildare,VSA94C07,9.0
2015,Wexford,VSA94C03,9.0
