STATISTIC,STATISTIC_label,statistic,TLIST(A1),TLIST(A1)_label,year,C02076V03371,C02076V03371_label,age_group,C03788V04538,C03788V04538_label,nuts_3_region,C02199V02655,C02199V02655_label,sex,value
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,-,Both sexes,Both sexes,29141.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1,Male,Male,14690.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,2,Female,Female,14451.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,-,Both sexes,Both sexes,92864.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,1,Male,Male,46041.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2,Female,Female,46823.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,-,Both sexes,Both sexes,55431.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1,Male,Male,27738.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,2,Female,Female,27693.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,-,Both sexes,Both sexes,21775.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,1,Male,Male,11013.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,2,Female,Female,10762.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,-,Both sexes,Both sexes,34879.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1,Male,Male,17538.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,2,Female,Female,17341.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,-,Both sexes,Both sexes,32252.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1,Male,Male,15887.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,2,Female,Female,16365.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,-,Both sexes,Both sexes,51241.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,1,Male,Male,25625.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,2,Female,Female,25616.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,-,Both sexes,Both sexes,33409.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1,Male,Male,16602.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,2,Female,Female,16807.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,IE0,Ireland,Ireland,-,Both sexes,Both sexes,350992.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,IE0,Ireland,Ireland,1,Male,Male,175134.0
PEA26C01,Persons,Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,IE0,Ireland,Ireland,2,Female,Female,175858.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,-,Both sexes,Both sexes,27080.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1,Male,Male,13487.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,2,Female,Female,13593.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,-,Both sexes,Both sexes,80528.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,1,Male,Male,38836.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2,Female,Female,41692.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,-,Both sexes,Both sexes,46887.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1,Male,Male,23351.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,2,Female,Female,23536.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,-,Both sexes,Both sexes,19726.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,1,Male,Male,9873.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,2,Female,Female,9853.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,-,Both sexes,Both sexes,32602.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1,Male,Male,16275.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,2,Female,Female,16327.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,-,Both sexes,Both sexes,29979.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1,Male,Male,14626.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,2,Female,Female,15353.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,-,Both sexes,Both sexes,47143.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,1,Male,Male,23307.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,2,Female,Female,23836.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,-,Both sexes,Both sexes,30938.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1,Male,Male,15557.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,2,Female,Female,15381.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,IE0,Ireland,Ireland,-,Both sexes,Both sexes,314883.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,IE0,Ireland,Ireland,1,Male,Male,155312.0
PEA26C01,Persons,Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,IE0,Ireland,Ireland,2,Female,Female,159571.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,-,Both sexes,Both sexes,25183.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1,Male,Male,12557.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,2,Female,Female,12626.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,-,Both sexes,Both sexes,72360.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,1,Male,Male,34634.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2,Female,Female,37726.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,-,Both sexes,Both sexes,39473.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1,Male,Male,19588.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,2,Female,Female,19885.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,-,Both sexes,Both sexes,17539.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,1,Male,Male,8798.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,2,Female,Female,8741.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,-,Both sexes,Both sexes,29731.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1,Male,Male,14902.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,2,Female,Female,14829.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,-,Both sexes,Both sexes,27467.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1,Male,Male,13348.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,2,Female,Female,14119.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,-,Both sexes,Both sexes,42866.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,1,Male,Male,21289.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,2,Female,Female,21577.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,-,Both sexes,Both sexes,28548.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1,Male,Male,14204.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,2,Female,Female,14344.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,IE0,Ireland,Ireland,-,Both sexes,Both sexes,283167.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,IE0,Ireland,Ireland,1,Male,Male,139320.0
PEA26C01,Persons,Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,IE0,Ireland,Ireland,2,Female,Female,143847.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,-,Both sexes,Both sexes,22313.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1,Male,Male,11123.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,2,Female,Female,11190.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,-,Both sexes,Both sexes,60306.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,1,Male,Male,28521.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2,Female,Female,31785.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,-,Both sexes,Both sexes,33328.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1,Male,Male,16394.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,2,Female,Female,16934.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,-,Both sexes,Both sexes,15157.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,1,Male,Male,7590.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,2,Female,Female,7567.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,-,Both sexes,Both sexes,26620.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1,Male,Male,13445.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,2,Female,Female,13175.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,-,Both sexes,Both sexes,23349.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1,Male,Male,11753.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,2,Female,Female,11596.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,-,Both sexes,Both sexes,37159.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,1,Male,Male,18437.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,2,Female,Female,18722.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,-,Both sexes,Both sexes,25909.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1,Male,Male,12798.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,2,Female,Female,13111.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,IE0,Ireland,Ireland,-,Both sexes,Both sexes,244141.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,IE0,Ireland,Ireland,1,Male,Male,120061.0
PEA26C01,Persons,Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,IE0,Ireland,Ireland,2,Female,Female,124080.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,-,Both sexes,Both sexes,19302.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1,Male,Male,9671.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,2,Female,Female,9631.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,-,Both sexes,Both sexes,51749.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,1,Male,Male,24120.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2,Female,Female,27629.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,-,Both sexes,Both sexes,27764.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1,Male,Male,13558.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,2,Female,Female,14206.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,-,Both sexes,Both sexes,12662.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,1,Male,Male,6345.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,2,Female,Female,6317.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,-,Both sexes,Both sexes,23035.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1,Male,Male,11456.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,2,Female,Female,11579.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,-,Both sexes,Both sexes,20002.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1,Male,Male,9830.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,2,Female,Female,10172.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,-,Both sexes,Both sexes,32066.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,1,Male,Male,15876.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,2,Female,Female,16190.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,-,Both sexes,Both sexes,22093.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1,Male,Male,10986.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,2,Female,Female,11107.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,IE0,Ireland,Ireland,-,Both sexes,Both sexes,208673.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,IE0,Ireland,Ireland,1,Male,Male,101842.0
PEA26C01,Persons,Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,IE0,Ireland,Ireland,2,Female,Female,106831.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,-,Both sexes,Both sexes,14874.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1,Male,Male,7328.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,2,Female,Female,7546.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,-,Both sexes,Both sexes,39690.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,1,Male,Male,18150.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2,Female,Female,21540.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,-,Both sexes,Both sexes,21381.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1,Male,Male,10306.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,2,Female,Female,11075.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,-,Both sexes,Both sexes,9621.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,1,Male,Male,4622.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,2,Female,Female,4999.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,-,Both sexes,Both sexes,17688.0
PEA26C01,Persons,Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1,Male,Male,8463.0
