STATISTIC,STATISTIC_label,statistic,TLIST(A1),TLIST(A1)_label,year,C02076V03371,C02076V03371_label,age_group,C03788V04538,C03788V04538_label,nuts_3_region,C02199V02655,C02199V02655_label,sex,value
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,2,Female,Female,9287.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,-,Both sexes,Both sexes,30464.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1,Male,Male,15180.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,2,Female,Female,15284.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,-,Both sexes,Both sexes,26987.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1,Male,Male,14058.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,2,Female,Female,12929.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,-,Both sexes,Both sexes,44070.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,1,Male,Male,22401.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,2,Female,Female,21669.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,-,Both sexes,Both sexes,29219.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1,Male,Male,14903.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,2,Female,Female,14316.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,-,Both sexes,Both sexes,314437.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,1,Male,Male,159913.0
PEA26C01,Persons,Persons,2023,2023,2023,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,2,Female,Female,154524.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,-,Both sexes,Both sexes,20491.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1,Male,Male,10402.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,2,Female,Female,10089.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,-,Both sexes,Both sexes,113203.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,1,Male,Male,56148.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2,Female,Female,57055.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,-,Both sexes,Both sexes,38776.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1,Male,Male,19650.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,2,Female,Female,19126.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,-,Both sexes,Both sexes,16954.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,1,Male,Male,8605.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,2,Female,Female,8349.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,-,Both sexes,Both sexes,28119.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1,Male,Male,13957.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,2,Female,Female,14162.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,-,Both sexes,Both sexes,23540.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1,Male,Male,11709.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,2,Female,Female,11831.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,-,Both sexes,Both sexes,42107.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,1,Male,Male,21118.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,2,Female,Female,20989.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,-,Both sexes,Both sexes,26369.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1,Male,Male,13370.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,2,Female,Female,12999.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,-,Both sexes,Both sexes,309559.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,1,Male,Male,154959.0
PEA26C01,Persons,Persons,2023,2023,2023,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,2,Female,Female,154600.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,-,Both sexes,Both sexes,23041.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1,Male,Male,11074.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,2,Female,Female,11967.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,-,Both sexes,Both sexes,121853.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,1,Male,Male,60057.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2,Female,Female,61796.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,-,Both sexes,Both sexes,44447.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1,Male,Male,21353.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,2,Female,Female,23094.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,-,Both sexes,Both sexes,18922.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,1,Male,Male,9147.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,2,Female,Female,9775.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,-,Both sexes,Both sexes,29955.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1,Male,Male,14413.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,2,Female,Female,15542.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,-,Both sexes,Both sexes,26503.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1,Male,Male,12726.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,2,Female,Female,13777.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,-,Both sexes,Both sexes,45726.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,1,Male,Male,22157.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,2,Female,Female,23569.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,-,Both sexes,Both sexes,28862.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1,Male,Male,13830.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,2,Female,Female,15032.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,-,Both sexes,Both sexes,339309.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,1,Male,Male,164757.0
PEA26C01,Persons,Persons,2023,2023,2023,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,2,Female,Female,174552.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,-,Both sexes,Both sexes,28416.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1,Male,Male,13448.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,2,Female,Female,14968.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,-,Both sexes,Both sexes,124419.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,1,Male,Male,60856.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2,Female,Female,63563.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,-,Both sexes,Both sexes,55605.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1,Male,Male,26268.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,2,Female,Female,29337.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,-,Both sexes,Both sexes,23691.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,1,Male,Male,11230.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,2,Female,Female,12461.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,-,Both sexes,Both sexes,35131.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1,Male,Male,16625.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,2,Female,Female,18506.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,-,Both sexes,Both sexes,31373.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1,Male,Male,14660.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,2,Female,Female,16713.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,-,Both sexes,Both sexes,53074.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,1,Male,Male,25265.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,2,Female,Female,27809.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,-,Both sexes,Both sexes,34253.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1,Male,Male,16148.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,2,Female,Female,18105.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,-,Both sexes,Both sexes,385962.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,1,Male,Male,184500.0
PEA26C01,Persons,Persons,2023,2023,2023,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,2,Female,Female,201462.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,-,Both sexes,Both sexes,32041.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1,Male,Male,15426.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,2,Female,Female,16615.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,-,Both sexes,Both sexes,127670.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,1,Male,Male,62853.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2,Female,Female,64817.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,-,Both sexes,Both sexes,64827.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1,Male,Male,31263.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,2,Female,Female,33564.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,-,Both sexes,Both sexes,26309.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,1,Male,Male,12804.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,2,Female,Female,13505.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,-,Both sexes,Both sexes,39775.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1,Male,Male,19067.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,2,Female,Female,20708.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,-,Both sexes,Both sexes,35819.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1,Male,Male,17182.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,2,Female,Female,18637.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,-,Both sexes,Both sexes,60125.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,1,Male,Male,29111.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,2,Female,Female,31014.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,-,Both sexes,Both sexes,39142.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1,Male,Male,18835.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,2,Female,Female,20307.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,-,Both sexes,Both sexes,425708.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,1,Male,Male,206541.0
PEA26C01,Persons,Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,2,Female,Female,219167.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,-,Both sexes,Both sexes,30515.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1,Male,Male,15114.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,2,Female,Female,15401.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,-,Both sexes,Both sexes,106803.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,1,Male,Male,52621.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2,Female,Female,54182.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,-,Both sexes,Both sexes,60256.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1,Male,Male,29627.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,2,Female,Female,30629.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,-,Both sexes,Both sexes,23580.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,1,Male,Male,11683.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,2,Female,Female,11897.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,-,Both sexes,Both sexes,37298.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1,Male,Male,18591.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,2,Female,Female,18707.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,-,Both sexes,Both sexes,33945.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1,Male,Male,16443.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,2,Female,Female,17502.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,-,Both sexes,Both sexes,55539.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,1,Male,Male,27461.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,2,Female,Female,28078.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,-,Both sexes,Both sexes,35947.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1,Male,Male,17728.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,2,Female,Female,18219.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,-,Both sexes,Both sexes,383883.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1,Male,Male,189268.0
PEA26C01,Persons,Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,2,Female,Female,194615.0
