STATISTIC,STATISTIC_label,statistic,TLIST(A1),TLIST(A1)_label,year,C02076V03371,C02076V03371_label,age_group,C02199V02655,C02199V02655_label,sex,C04292V05069,C04292V05069_label,human_development_index_rating,value
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),3502.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),7345.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),16163.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,36927.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),9242.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),3462.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),7593.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),16630.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,56992.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),12086.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),4794.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),9812.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),30300.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,28770.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),6062.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),2509.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),4950.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),15249.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,28222.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),6024.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),2285.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),4862.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),15051.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,46146.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),7346.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),3063.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),5868.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),29869.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,24045.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),3849.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1599.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),3032.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),15565.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,22101.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),3497.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1464.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2836.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),14304.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,41529.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),5897.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),2583.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),4843.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),28206.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,21341.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),3089.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1322.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2515.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),14415.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,20188.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),2808.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1261.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2328.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),13791.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,35309.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),4893.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),2081.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),4155.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),24180.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,17905.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),2500.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),996.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2133.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),12276.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,17404.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),2393.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1085.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2022.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),11904.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,28190.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),3735.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1583.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2871.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),20001.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,14513.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),1951.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),827.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1490.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),10245.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,13677.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),1784.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),756.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1381.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),9756.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,23243.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),2681.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1221.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2188.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),17153.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,11891.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),1371.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),619.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1148.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),8753.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,11352.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),1310.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),602.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1040.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),8400.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,18515.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),2128.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),868.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1670.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),13849.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,9351.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),1092.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),410.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),841.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),7008.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,9164.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),1036.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),458.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),829.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),6841.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,11438.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),1203.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),549.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1049.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),8637.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,5576.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),608.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),281.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),510.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),4177.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,5862.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),595.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),268.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),539.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),4460.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,10426.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),1199.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),505.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),955.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),7767.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,4389.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),541.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),203.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),408.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),3237.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,6037.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),658.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),302.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),547.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),4530.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,733514.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),146937.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),57290.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),118838.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),410449.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,365292.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),72810.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),28238.0
