STATISTIC,STATISTIC_label,statistic,TLIST(A1),TLIST(A1)_label,year,C02076V03371,C02076V03371_label,age_group,C02199V02655,C02199V02655_label,sex,C04292V05069,C04292V05069_label,human_development_index_rating,value
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),3480.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),13077.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),13747.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,22440.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),7179.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1709.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),6474.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),7078.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,22440.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),7397.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1771.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),6603.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,475,40 - 44 years,40 - 44 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),6669.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,30731.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),8625.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),2114.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),7813.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),12179.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,15932.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),4344.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1145.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),3956.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),6487.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,14799.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),4281.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),969.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),3857.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,495,45 - 49 years,45 - 49 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),5692.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,20835.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),4234.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),935.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),3596.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),12070.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,11452.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),2262.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),504.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1932.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),6754.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,9383.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),1972.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),431.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1664.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,515,50 - 54 years,50 - 54 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),5316.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,18486.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),2964.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),752.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2751.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),12019.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,10167.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),1599.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),407.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1508.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),6653.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,8319.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),1365.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),345.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1243.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,530,55 - 59 years,55 - 59 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),5366.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,14840.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),2378.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),582.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2204.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),9676.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,7974.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),1240.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),297.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1179.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),5258.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,6866.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),1138.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),285.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1025.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,550,60 - 64 years,60 - 64 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),4418.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,10184.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),1457.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),325.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1291.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),7111.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,5635.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),800.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),171.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),704.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),3960.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,4549.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),657.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),154.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),587.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,565,65 - 69 years,65 - 69 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),3151.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,7820.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),824.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),208.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),757.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),6031.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,4382.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),492.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),124.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),410.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),3356.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,3438.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),332.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),84.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),347.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,580,70 - 74 years,70 - 74 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),2675.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,6346.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),605.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),144.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),528.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),5069.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,3527.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),359.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),77.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),300.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),2791.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,2819.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),246.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),67.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),228.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,595,75 - 79 years,75 - 79 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),2278.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,3940.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),335.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),77.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),323.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),3205.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,2167.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),198.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),51.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),189.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),1729.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,1773.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),137.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),26.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),134.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,610,80 - 84 years,80 - 84 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),1476.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,3993.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),376.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),103.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),381.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),3133.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,1976.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),193.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),55.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),186.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),1542.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,2017.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),183.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),48.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),195.0
PEA27C01,Number of Persons,Number of Persons,2023,2023,2023,630,85 years and over,85 years and over,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),1591.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,356968.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),100543.0
