STATISTIC,STATISTIC_label,statistic,TLIST(A1),TLIST(A1)_label,year,C02076V03371,C02076V03371_label,age_group,C02199V02655,C02199V02655_label,sex,C04292V05069,C04292V05069_label,human_development_index_rating,value
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),24262.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),89206.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),142957.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,178851.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),49381.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),11897.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),43675.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),73898.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,178117.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),51162.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),12365.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),45531.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,-,All ages,All ages,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),69059.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,8879.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),2792.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),689.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2539.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),2859.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,4305.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),1383.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),349.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1255.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),1318.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,4574.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),1409.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),340.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1284.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,240,Under 5 years,Under 5 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),1541.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,10600.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),3220.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),750.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2862.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),3768.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,5350.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),1635.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),394.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1422.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),1899.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,5250.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),1585.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),356.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1440.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,245,5 - 9 years,5 - 9 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),1869.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,12585.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),3788.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),935.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),3279.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),4583.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,6429.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),1932.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),500.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1656.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),2341.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,6156.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),1856.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),435.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1623.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,265,10 - 14 years,10 - 14 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),2242.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,13582.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),4253.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1090.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),3796.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),4443.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,6452.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),2037.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),495.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),1791.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),2129.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,7130.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),2216.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),595.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2005.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,300,15 - 19 years,15 - 19 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),2314.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,16896.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),5512.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1307.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),5011.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),5066.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,7431.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),2401.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),562.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2201.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),2267.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,9465.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),3111.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),745.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),2810.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,365,20 - 24 years,20 - 24 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),2799.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,29191.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),9530.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),2296.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),8454.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),8911.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,13567.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),4460.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1045.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),3884.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),4178.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,15624.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),5070.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1251.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),4570.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,410,25 - 29 years,25 - 29 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),4733.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,44235.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),14847.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),3528.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),13025.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),12835.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,21588.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),7187.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1713.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),6322.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),6366.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,22647.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),7660.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1815.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),6703.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,440,30 - 34 years,30 - 34 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),6469.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,48338.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),16393.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),3955.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),14127.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),13863.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,23496.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),7907.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1924.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),6767.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),6898.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,24842.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),8486.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),2031.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),7360.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,460,35 - 39 years,35 - 39 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),6965.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,47517.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),15714.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,-,Both sexes,Both sexes,30,Low Human Development Index (HDI),Low Human Development Index (HDI),3809.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,-,Both sexes,Both sexes,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),14001.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,-,Both sexes,Both sexes,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),13993.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,1,Male,Male,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,23406.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,1,Male,Male,20,High Human Development Index (HDI),High Human Development Index (HDI),7712.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,1,Male,Male,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1853.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,1,Male,Male,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),6851.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,1,Male,Male,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),6990.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,2,Female,Female,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,24111.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,2,Female,Female,20,High Human Development Index (HDI),High Human Development Index (HDI),8002.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,2,Female,Female,30,Low Human Development Index (HDI),Low Human Development Index (HDI),1956.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,2,Female,Female,40,Medium Human Development Index (HDI),Medium Human Development Index (HDI),7150.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,475,40 - 44 years,40 - 44 years,2,Female,Female,50,Very High Human Development Index (HDI),Very High Human Development Index (HDI),7003.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,495,45 - 49 years,45 - 49 years,-,Both sexes,Both sexes,10,Human Development Index (HDI) - All ratings,Human Development Index (HDI) - All ratings,33541.0
PEA27C01,Number of Persons,Number of Persons,2024,2024,2024,495,45 - 49 years,45 - 49 years,-,Both sexes,Both sexes,20,High Human Development Index (HDI),High Human Development Index (HDI),9967.0
