STATISTIC,STATISTIC_label,statistic,TLIST(A1),TLIST(A1)_label,year,C02076V03371,C02076V03371_label,age_group,C03788V04538,C03788V04538_label,nuts_3_region,value
VSA104C02,Age specific fertility rates,Age specific fertility rates,2012,2012,2012,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,97.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2012,2012,2012,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,22.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2012,2012,2012,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2013,2013,2013,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,10.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2013,2013,2013,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,46.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2013,2013,2013,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,83.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2013,2013,2013,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,126.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2013,2013,2013,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,97.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2013,2013,2013,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,22.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2013,2013,2013,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2014,2014,2014,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,8.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2014,2014,2014,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,43.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2014,2014,2014,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,82.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2014,2014,2014,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,124.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2014,2014,2014,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,96.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2014,2014,2014,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,22.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2014,2014,2014,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2015,2015,2015,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,8.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2015,2015,2015,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,42.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2015,2015,2015,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,79.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2015,2015,2015,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,123.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2015,2015,2015,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,95.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2015,2015,2015,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,22.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2015,2015,2015,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2016,2016,2016,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,7.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2016,2016,2016,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,38.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2016,2016,2016,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,75.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2016,2016,2016,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,122.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2016,2016,2016,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,95.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2016,2016,2016,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,22.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2016,2016,2016,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2017,2017,2017,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,6.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2017,2017,2017,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,37.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2017,2017,2017,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,72.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2017,2017,2017,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,119.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2017,2017,2017,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,93.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2017,2017,2017,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,21.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2017,2017,2017,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2018,2018,2018,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,6.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2018,2018,2018,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,35.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2018,2018,2018,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,71.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2018,2018,2018,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,119.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2018,2018,2018,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,92.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2018,2018,2018,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,23.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2018,2018,2018,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2019,2019,2019,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,5.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2019,2019,2019,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,31.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2019,2019,2019,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,69.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2019,2019,2019,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,118.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2019,2019,2019,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,91.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2019,2019,2019,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,22.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2019,2019,2019,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,2.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2020,2020,2020,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,5.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2020,2020,2020,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,28.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2020,2020,2020,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,66.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2020,2020,2020,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,117.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2020,2020,2020,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,89.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2020,2020,2020,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,21.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2020,2020,2020,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,300,15 - 19 years,15 - 19 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,3.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,300,15 - 19 years,15 - 19 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,5.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,300,15 - 19 years,15 - 19 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,3.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,300,15 - 19 years,15 - 19 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,6.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,300,15 - 19 years,15 - 19 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,5.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,300,15 - 19 years,15 - 19 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,4.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,300,15 - 19 years,15 - 19 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,3.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,300,15 - 19 years,15 - 19 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,2.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,4.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,365,20 - 24 years,20 - 24 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,27.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,365,20 - 24 years,20 - 24 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,25.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,365,20 - 24 years,20 - 24 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,29.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,365,20 - 24 years,20 - 24 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,38.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,365,20 - 24 years,20 - 24 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,33.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,365,20 - 24 years,20 - 24 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,33.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,365,20 - 24 years,20 - 24 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,23.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,365,20 - 24 years,20 - 24 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,23.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,28.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,410,25 - 29 years,25 - 29 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,89.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,410,25 - 29 years,25 - 29 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,50.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,410,25 - 29 years,25 - 29 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,82.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,410,25 - 29 years,25 - 29 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,91.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,410,25 - 29 years,25 - 29 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,79.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,410,25 - 29 years,25 - 29 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,82.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,410,25 - 29 years,25 - 29 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,61.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,410,25 - 29 years,25 - 29 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,61.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,66.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,440,30 - 34 years,30 - 34 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,146.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,440,30 - 34 years,30 - 34 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,100.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,440,30 - 34 years,30 - 34 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,143.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,440,30 - 34 years,30 - 34 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,138.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,440,30 - 34 years,30 - 34 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,138.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,440,30 - 34 years,30 - 34 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,135.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,440,30 - 34 years,30 - 34 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,127.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,440,30 - 34 years,30 - 34 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,133.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,124.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,460,35 - 39 years,35 - 39 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,98.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,460,35 - 39 years,35 - 39 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,93.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,460,35 - 39 years,35 - 39 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,100.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,460,35 - 39 years,35 - 39 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,92.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,460,35 - 39 years,35 - 39 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,97.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,460,35 - 39 years,35 - 39 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,92.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,460,35 - 39 years,35 - 39 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,106.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,460,35 - 39 years,35 - 39 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,114.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,98.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,475,40 - 44 years,40 - 44 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,21.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,475,40 - 44 years,40 - 44 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,24.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,475,40 - 44 years,40 - 44 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,21.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,475,40 - 44 years,40 - 44 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,19.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,475,40 - 44 years,40 - 44 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,22.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,475,40 - 44 years,40 - 44 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,18.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,475,40 - 44 years,40 - 44 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,25.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,475,40 - 44 years,40 - 44 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,29.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,23.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,495,45 - 49 years,45 - 49 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,495,45 - 49 years,45 - 49 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,495,45 - 49 years,45 - 49 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,495,45 - 49 years,45 - 49 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,1.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,495,45 - 49 years,45 - 49 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,495,45 - 49 years,45 - 49 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,495,45 - 49 years,45 - 49 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,1.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,495,45 - 49 years,45 - 49 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2021,2021,2021,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,300,15 - 19 years,15 - 19 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,3.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,300,15 - 19 years,15 - 19 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,5.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,300,15 - 19 years,15 - 19 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,4.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,300,15 - 19 years,15 - 19 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,7.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,300,15 - 19 years,15 - 19 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,5.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,300,15 - 19 years,15 - 19 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,4.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,300,15 - 19 years,15 - 19 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,3.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,300,15 - 19 years,15 - 19 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,3.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,4.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,365,20 - 24 years,20 - 24 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,31.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,365,20 - 24 years,20 - 24 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,24.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,365,20 - 24 years,20 - 24 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,28.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,365,20 - 24 years,20 - 24 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,35.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,365,20 - 24 years,20 - 24 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,32.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,365,20 - 24 years,20 - 24 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,35.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,365,20 - 24 years,20 - 24 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,22.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,365,20 - 24 years,20 - 24 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,20.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,27.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,410,25 - 29 years,25 - 29 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,81.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,410,25 - 29 years,25 - 29 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,46.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,410,25 - 29 years,25 - 29 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,74.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,410,25 - 29 years,25 - 29 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,81.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,410,25 - 29 years,25 - 29 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,68.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,410,25 - 29 years,25 - 29 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,75.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,410,25 - 29 years,25 - 29 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,52.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,410,25 - 29 years,25 - 29 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,56.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,60.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,440,30 - 34 years,30 - 34 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,128.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,440,30 - 34 years,30 - 34 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,86.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,440,30 - 34 years,30 - 34 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,120.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,440,30 - 34 years,30 - 34 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,114.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,440,30 - 34 years,30 - 34 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,113.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,440,30 - 34 years,30 - 34 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,123.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,440,30 - 34 years,30 - 34 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,108.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,440,30 - 34 years,30 - 34 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,113.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,106.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,460,35 - 39 years,35 - 39 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,88.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,460,35 - 39 years,35 - 39 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,78.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,460,35 - 39 years,35 - 39 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,88.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,460,35 - 39 years,35 - 39 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,75.8
